aucTrain,auctest,1,2,3,4,5
0.8491931633771519,0.8173674304575829,0.018212804570794106,0.05409577488899231,0.10563468933105469,0.2696784436702728,0.6796966195106506
0.8878103720975724,0.7505811844378467,0.05228373780846596,0.04954521730542183,0.22870559990406036,0.20425298810005188,0.3314719498157501
0.8817892626277007,0.8109873580195466,0.05223351716995239,0.09228988736867905,0.11131657660007477,0.15318958461284637,0.5001890063285828
0.8663304003549515,0.80804017833889,0.04310818389058113,0.05421426147222519,0.14355981349945068,0.11863593012094498,0.5711029171943665
0.8680991960221206,0.8127773885165882,0.060681313276290894,0.0649210512638092,0.11206677556037903,0.14410731196403503,0.560693621635437
0.8985482775123783,0.817416285744974,0.06170063838362694,0.06697311252355576,0.14164775609970093,0.13381990790367126,0.5778484344482422
0.8179216376488847,0.745376937763576,0.013390621170401573,0.054611023515462875,0.13371576368808746,0.19660572707653046,0.6606698036193848
0.7210082981193694,0.6863458629179587,0.10791924595832825,0.13496799767017365,0.1714404821395874,0.20126426219940186,0.6487545967102051
0.8707165751593775,0.8296220122428969,0.023626459762454033,0.03390350192785263,0.05440995469689369,0.10437171906232834,0.44987237453460693
0.8747814630599338,0.8109506374204849,0.06139793246984482,0.08270972967147827,0.07079511880874634,0.12154564261436462,0.3548528850078583
0.5626326277340641,0.5680769611413754,0.1547803431749344,0.18160480260849,0.10371138900518417,0.12449236959218979,0.29485294222831726
0.9046721162150155,0.8356399890600563,0.024091899394989014,0.02608742192387581,0.13237358629703522,0.1872534304857254,0.4067480266094208
0.9016721368790439,0.8234871137617961,0.03254646062850952,0.052743226289749146,0.14735858142375946,0.1407327800989151,0.31736791133880615
0.8657338319987304,0.8198759037573314,0.06689431518316269,0.08553532510995865,0.15076608955860138,0.19005699455738068,0.7154726982116699
0.8171677840347231,0.8558067628883379,0.015115221031010151,0.09309051930904388,0.09338488429784775,0.10256389528512955,0.8303360342979431
0.866717076309318,0.8122937711635775,0.06323149055242538,0.07905491441488266,0.11172272264957428,0.20077481865882874,0.6810742616653442
0.8601523388262121,0.7653301269575852,0.07703649997711182,0.07508152723312378,0.11826080828905106,0.16333699226379395,0.5456101298332214
0.8601533768367956,0.8079356822427568,0.03593023121356964,0.050970859825611115,0.16207152605056763,0.13003292679786682,0.596808135509491
0.8484777630497906,0.789039161072935,0.06217658519744873,0.04791110008955002,0.07695898413658142,0.31500816345214844,0.691595733165741
0.8344878317111821,0.712784818938649,0.056415073573589325,0.11699988692998886,0.11923959106206894,0.15530946850776672,0.6294479370117188
0.8473714954302891,0.7989777262266509,0.04325069487094879,0.06964391469955444,0.1368538737297058,0.10149670392274857,0.5069655179977417
0.8697343956704555,0.8081044824363816,0.019511807709932327,0.029521983116865158,0.04271361231803894,0.08396299183368683,0.34736570715904236
0.8735498729988359,0.8203158458134803,0.0579962395131588,0.11448590457439423,0.31730562448501587,0.23398929834365845,0.7490581274032593
0.8546268188551958,0.767479003832428,0.0468859001994133,0.10589059442281723,0.19679789245128632,0.12996363639831543,0.49403974413871765
0.8683952096955333,0.8237601314511428,0.029237642884254456,0.047658540308475494,0.11685167998075485,0.10397835820913315,0.2505244016647339
